PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
6CiJT,r3kb1r/ppp2ppp/2n1P2n/8/2B2qb1/5N2/PPP3PP/RN1Q1RK1 b kq - 0 10,f4c4 d1d7,1006,87,90,793,mate mateIn1 oneMove opening,https://lichess.org/bdMMUTVV/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
6D021,rnbqkbnr/ppp4p/3p1p2/6pQ/2BPPB2/8/PPP3PP/RN2K1NR b KQkq - 1 6,e8e7 h5f7,742,78,100,137,mate mateIn1 oneMove opening,https://lichess.org/ZGthl7tq/black#12,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
6DQFk,rn2k1nr/ppp1qppp/5b2/3P1b2/2PP1p2/1PK5/P5PP/RNBQ1BNR b kq - 0 9,e7c5 c1a3 c5d4 d1d4 f6d4 c3d4,2112,81,82,54,crushing long opening,https://lichess.org/aSakHuAt/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
6EAR9,rnb2k1r/ppp3pp/1b3n2/4P3/5pq1/1BN2N2/PPP3PP/R1BQ1K1R b - - 0 11,f6h5 d1d8,830,100,96,158,mate mateIn1 oneMove opening,https://lichess.org/zFOFH6y4/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
6EXLb,rn3rk1/pppq1ppp/1b6/6Bb/2BPP3/7P/PP2N1P1/R2Q1R1K b - - 0 15,b6d4 d1d4 h5e2 d4d7 b8d7 c4e2,1775,88,80,43,advantage long opening,https://lichess.org/Z6ROg1Vx/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
6F85i,rnb1k2r/ppppbBpp/2q5/8/3P1p2/5N2/PPP2KPP/RNBQ4 b kq - 0 9,e8f7 f3e5 f7e8 e5c6,1013,86,84,239,advantage fork opening short,https://lichess.org/lUrBX0LF/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
6FJnt,rnbq1rk1/ppp2pp1/1b5p/4P1Nn/5p1P/3B1N2/PPP3P1/R1BQK2R b KQ - 0 11,c8g4 d3h7 g8h8 g5f7,1297,81,84,40,advantage deflection kingsideAttack opening short,https://lichess.org/4HpoK4aH/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
6GGxf,rn1k2nr/pppb1Qq1/3pP2b/3P3p/7B/8/PPP3P1/RN3R1K b - - 4 17,d8c8 e6d7 b8d7 f7e8,1618,76,93,356,advancedPawn mate mateIn2 opening queensideAttack short,https://lichess.org/O83zHmx8/black#34,Kings_Gambit_Accepted Kings_Gambit_Accepted_Villemson_Gambit
6Gd01,r1bq2kr/pppp2pp/8/n1b1P3/4PR2/8/PPP3PP/RNBQ3K b - - 2 11,d7d6 d1d5 c8e6 d5e6,1204,78,100,79,kingsideAttack mate mateIn2 opening short,https://lichess.org/B60Now9K/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
6GiG9,r1bk1b1r/pppnnQpp/4P3/8/2pq4/3P4/PPP3PP/RNB2R1K b - - 0 11,d7e5 f7f8 h8f8 f1f8,858,93,86,517,mate mateIn2 opening short,https://lichess.org/xlcDPmVZ/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Panteldakis_Countergambit
6I9yq,rn1q1rk1/ppp2pp1/6p1/4B1bn/2BP4/2N4P/PPP5/R2Q1KR1 b - - 1 16,g5f6 g1g6 f6e5 d1h5 d8d4 g6g4,2057,78,83,588,capturingDefender crushing long opening pin trappedPiece,https://lichess.org/V8ix4iR0/black#32,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
6ImCS,r2qkb1r/pp2nppp/3p4/2p1N3/2B1P1b1/2N5/PPPP2PP/R1BQ1RK1 b kq - 0 8,g4d1 c4f7,1250,78,96,6252,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/PPxwb0ZR/black#16,Kings_Gambit_Declined Kings_Gambit_Declined_Mafia_Defense
6J6oB,rnb2bkr/ppp3pp/8/5P2/3p1PPq/6N1/PPPP3P/R1B1KB1R b KQ - 1 12,h4g4 f1c4 c8e6 c4e6,824,80,100,484,doubleBishopMate kingsideAttack mate mateIn2 opening short,https://lichess.org/N11BmI4p/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Panteldakis_Countergambit
6JB1Q,r3kb1r/ppp2ppp/2np1n2/8/3P1q2/2N2B2/PPP5/R1BQ1KN1 b kq - 0 16,f4d4 f3c6 b7c6 d1d4,1042,86,92,9495,crushing intermezzo opening short,https://lichess.org/bCWRxEaQ/black#32,Kings_Gambit_Declined Kings_Gambit_Declined_Keene_Defense
6Jb18,rnb1kb1r/ppp2ppp/8/4N2n/2BP1p1q/2N3P1/PPP4P/R1BQK2R b KQkq - 0 9,f4g3 c4f7 e8d8 d1h5 h4h5 f7h5,1949,79,91,398,attackingF2F7 crushing long opening,https://lichess.org/kuzWXVQl/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
6LbU4,r1bqkbnr/pppp3p/2n2p2/6p1/2BNPp2/8/PPPP2PP/RNBQ1RK1 b kq - 1 6,f8c5 d1h5 e8e7 h5f7,884,84,91,1051,advantage opening short,https://lichess.org/gLR51ITE/black#12,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
6M66c,r1bq3r/ppppnNb1/2n3kp/8/3PP3/2P5/PP5p/RNBQ1R1K b - - 1 12,d8g8 d1g4 g6h7 g4h5,2590,96,73,145,crushing opening short,https://lichess.org/TZIYeIGl/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
6NHF2,r1bqkbnr/pp3ppp/2p5/1B1p4/4P3/5Q2/PPPP2PP/RNB2RK1 b kq - 1 7,c6b5 f3f7,668,87,82,168,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/Dyd4w3K1/black#14,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
6PW1k,rnb1k1nr/pp1p1p2/2p2B1p/8/3NPb2/3P3q/PPP4P/R2QKB1R b KQkq - 1 15,f4g3 e1d2 g3f4 d2c3 h3e3 f6h8,2085,81,91,2527,advantage defensiveMove long opening,https://lichess.org/3f4VuaHZ/black#30,Kings_Gambit_Declined Kings_Gambit_Declined_Keenes_Defense
6RYm5,r2q1k1r/ppp1bPp1/2n4p/4N3/2B3b1/2N5/PP2Q1PP/R1B2RK1 b - - 0 14,g4e2 e5g6,956,76,97,664,mate mateIn1 oneMove opening,https://lichess.org/dNetgP6s/black#28,Kings_Gambit Kings_Gambit_Other_variations
6UehB,rnbqk2r/ppp2p2/1b1p1n2/6B1/3PP3/3B4/PPP3PP/RN1QK2R b KQkq - 0 10,b6d4 d3b5 c7c6 d1d4,1873,75,87,335,advantage discoveredAttack opening short,https://lichess.org/MhFFRIHU/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
6VQiQ,rn1qk1nr/ppp2pb1/3p3p/3PP1p1/2B2pb1/5N2/PPP3PP/RNBQR1K1 b kq - 0 9,g7e5 f3e5 g4d1 e5c6 d8e7 c6e7,2007,75,97,492,advantage discoveredAttack discoveredCheck long opening sacrifice,https://lichess.org/FY83cJ0f/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Becker_Defense
6XNk4,rnbq4/pppp1kpp/1b3n2/8/3PPB2/8/PPP3PP/RN1QK2R b KQ - 0 9,f6e4 d1h5 f7g8 h5d5 g8h8 d5e4,1266,78,80,115,advantage fork long opening,https://lichess.org/a6phQJgn/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
6Yezr,rnbq1r2/pppp1kbp/6p1/4P1Bn/3P4/5Np1/PPP4P/RN1Q1RK1 b - - 1 10,g3h2 f3h2 f7g8 g5d8,1661,79,89,45,advantage discoveredAttack discoveredCheck opening short,https://lichess.org/Bx7Mu1zF/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
6a6Gh,rnb2b1r/p1pp1kpp/1pq1Pn2/8/8/2N2NP1/PPPP3P/R1BQK2R b KQ - 0 10,d7e6 f3e5 f7e7 e5c6,1028,93,95,2802,advantage fork opening short,https://lichess.org/IN7LSAtQ/black#20,Kings_Gambit_Declined Kings_Gambit_Declined_Keenes_Defense
6bfWU,rnb1qbnr/pp1pk2p/2p5/4P1Q1/2BP4/8/PPP3PP/RN2K2R b KQ - 2 12,g8f6 g5f6,1238,91,50,63,mate mateIn1 oneMove opening,https://lichess.org/IU0zCymX/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
6cHUn,rn1q2kr/ppp3b1/7p/6p1/2QP1pb1/2N5/PPP3PP/R1B2RK1 b - - 3 15,g8f8 c1f4 g5f4 f1f4,1856,75,87,177,crushing opening short,https://lichess.org/weV7ZumK/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
6cpsI,r1bqr1k1/1pp2ppp/2n2n2/p1b3Q1/4P3/P1PP1N2/1P4PP/RNB1KB1R b KQ - 2 12,f6e4 g5d8 c6d8 d3e4,1660,76,77,65,advantage intermezzo master opening short,https://lichess.org/wmo89xFO/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
6czyx,rn1q1rk1/pp2b2p/1np1N1b1/4Q3/3P1p2/7P/PPP3P1/RNB1R1K1 b - - 3 15,b8d7 e5g7,844,86,91,465,mate mateIn1 oneMove opening,https://lichess.org/ocXR6Mvc/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
6dW9z,rnbq1rk1/ppp2ppp/8/3pP1Pn/5p2/2NP4/PPP3P1/R1BQKB1R b KQ - 0 9,d8g5 d1h5 g5g3 e1d2,2254,76,83,123,advantage defensiveMove opening short,https://lichess.org/Y60ylkP7/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
6eUph,rn2kbnr/ppp2p1p/3P4/8/7q/5B2/PPPP4/RNBQ1RK1 b kq - 0 12,f8d6 d1e1 h4e1 f1e1,2299,81,91,8658,advantage opening short,https://lichess.org/qzjw9l4A/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Allgaier_Gambit
6f1PH,rn1q2kr/ppp3pp/3b1n2/4p1N1/4P1b1/1Q6/PPPP2PP/RNB1K2R b KQ - 5 9,g8f8 b3f7,1371,183,61,27,mate mateIn1 oneMove opening,https://lichess.org/NpGiEuve/black#18,Kings_Gambit Kings_Gambit_Other_variations
6fmi2,r3k1nr/pp3ppp/2n5/3q4/1b1P1B2/2N2B2/PP4PP/R2QK2R b KQkq - 0 11,d5d4 f3c6 b7c6 d1d4,1085,89,91,1114,crushing intermezzo master opening short,https://lichess.org/5XimcGYg/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
6fpfk,r1b1r2k/pp1qb1pp/2ppNp2/3n4/6QB/8/PPP3PP/2K1RB1R b - - 5 19,d5c7 g4g7,899,92,79,94,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/gyLQnaLc/black#38,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
6i9qo,r1bq2nr/ppp2kbp/3p4/7Q/3nPB2/6P1/PPP4P/RN3RK1 b - - 1 11,f7f8 f4d6,1543,88,85,116,discoveredCheck doubleCheck mate mateIn1 oneMove opening pillsburysMate,https://lichess.org/61CrhJDP/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
6iP0A,r1b1kbnr/ppp2p1p/6p1/n2pP3/3P3q/3B2B1/PPP3PP/RN1QK1NR b KQkq - 2 8,h4d4 d3b5 c7c6 d1d4,918,91,90,664,crushing discoveredAttack opening short,https://lichess.org/67ccNc2C/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
6knfb,rnbq1rk1/ppp1n2p/3p2pb/6N1/3PPB2/1QP5/PP4PP/RN3RK1 b - - 4 11,g8g7 f4e5 d6e5 f1f7 f8f7 b3f7 g7h8 f7h7,2329,77,92,2492,clearance mate mateIn4 opening sacrifice veryLong,https://lichess.org/f6kLKGMS/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
6lDhR,r1b2bkr/pp4pp/2n5/6N1/3q1p2/2P5/PP1P1RPP/RNBQ3K b - - 0 12,d4f2 d1b3 c8e6 b3e6,1132,75,99,1110,kingsideAttack mate mateIn2 opening short,https://lichess.org/T9bUhhGk/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Abbazia_Defense
6lM3I,r2qk1nr/pppn1p1p/8/2b1P1Nb/2B5/2N3pP/PPP5/R1BQ1R1K b kq - 0 13,h5d1 c4f7 e8e7 c3d5 e7f8 g5e6,1765,75,95,19399,attackingF2F7 long mate mateIn3 opening,https://lichess.org/b6W27AmF/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
6m2iX,rn1qr1k1/p4ppp/b1p2n2/4N3/Bb1P1p2/8/PPPBN1PP/R2QK2R b KQ - 6 12,d8d4 e2d4 e8e5 d4e2 a6e2 d1e2 e5e2 e1e2 b4d2 e2d2,2506,79,85,182,advantage opening veryLong,https://lichess.org/XbRaoa4t/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Abbazia_Defense
6nK06,r1bqkbnr/ppp2p1p/2n5/8/2p1PQ1P/8/PPPPN1P1/RNB2RK1 b kq - 3 8,f8h6 f4f7,477,99,94,941,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/6GvjJPhT/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
6nZcw,rnbq1k1r/ppp1n1b1/3p3p/6p1/3PPp2/1QP2NP1/PP5P/RNB2RK1 b - - 0 10,f4g3 f3e5 f8e8 b3f7,1913,78,93,11584,discoveredAttack discoveredCheck mate mateIn2 opening short,https://lichess.org/dThmnfRT/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Hanstein_Gambit
6oFR7,rnbq2nr/ppppb1k1/7p/4N1pQ/4Pp1P/8/PPPP2P1/RNB1K2R b KQ - 3 8,h8h7 h5f7 g7h8 e5g6,1902,78,88,442,mate mateIn2 opening short,https://lichess.org/7dhCBQ1R/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
6qSHw,2kr1b1r/ppp1qppp/2n2n2/1Q6/8/2N5/PPP1B1PP/R1B2RK1 b - - 2 13,f6e4 b5f5 c8b8 f5e4,2147,75,79,360,crushing opening short,https://lichess.org/oAfgnGAL/black#26,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
6rrl9,rnbq1rk1/pppp1ppp/1b6/4P1N1/3P4/2P5/PPQ3PP/RNB1KB1n b Q - 4 9,c7c5 c2h7,567,85,82,232,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/tsqGHsVY/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
6sAJR,rnbqk2r/ppp1bB1p/3p3n/4N2Q/4Pp1p/8/PPPP2P1/RNB1K2R b KQkq - 0 8,e8f8 h5h6,768,117,85,34,hangingPiece mate mateIn1 oneMove opening,https://lichess.org/mFR7jRW8/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
6sGTc,r1bq2nr/ppp3k1/3p3P/7Q/3nPB2/8/PPP3P1/RN2K2R b KQ - 0 12,g7h7 h5f7,1029,82,94,371,mate mateIn1 oneMove opening,https://lichess.org/tTiT7ube/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
6sfTA,r1bq1bnr/ppp2k1p/2n5/6p1/3pNp2/5N2/PPP3PP/R1BQK2R b KQ - 1 9,c8g4 f3g5 f7g6 d1g4,1521,76,94,1895,crushing discoveredAttack opening short,https://lichess.org/26xCBwZV/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Blachly_Gambit
6t4xk,r1bq2nr/pppp1k1p/2n3pb/4p1N1/4P3/8/PPPP2PP/RNBQ1RK1 b - - 1 8,f7g7 f1f7,932,96,97,223,mate mateIn1 oneMove opening,https://lichess.org/GNp5NBDa/black#16,Kings_Gambit Kings_Gambit_Other_variations
6tMu0,rn1q2kr/pbpp2pp/1p6/4P3/1b2PR2/2N5/PPP3PP/R1BQ2K1 b - - 0 11,b8c6 d1d5,1049,79,96,506,mate mateIn1 oneMove opening,https://lichess.org/FBlaMZX3/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bonsch-Osmolovsky_Variation
6umLb,r2qr1k1/4bppp/8/3n4/pp1P2b1/2P2N2/1PQB2PP/1BK2R1R b - - 1 19,b4c3 c2h7 g8f8 h7h8,1141,80,93,564,kingsideAttack mate mateIn2 opening short,https://lichess.org/YGMwpj5z/black#38,Kings_Gambit_Accepted Kings_Gambit_Accepted_Abbazia_Defense
6vOf8,rn1q1rk1/ppp3pp/3bp3/3nN3/5P2/2PQB3/PP4PP/RN3RK1 b - - 4 11,d5f4 e3f4 b8d7 e5d7 f8f4 f1f4,1356,79,89,2945,advantage long opening,https://lichess.org/Lsz2o4mC/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
6wK3i,r1bqkbnr/ppp2p1p/3p4/7Q/2BnPB2/8/PPP3PP/RN3RK1 b kq - 1 9,g8f6 h5f7,544,98,97,968,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/kSYBBnK8/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
6wVEa,rnb1k1nr/ppppb2p/8/3NQ3/3PP3/8/PPP4P/R1B1KB1q b Qkq - 0 12,c7c6 d5e7 d7d6 e5h8 h1e4 f1e2,2400,95,88,1563,crushing defensiveMove long opening pin trappedPiece,https://lichess.org/WRsvTjKD/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Rosentreter_Gambit
6wmKP,rn2k1nr/ppp2ppp/8/2b1q3/8/2N2Q2/PPPPB1PP/R1B1K2R b KQkq - 1 9,g8f6 f3b7 e8g8 b7a8,1189,78,90,897,crushing opening short trappedPiece,https://lichess.org/OQZ5nJjC/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit_Accepted
6wsPT,rn2k1nr/ppp2Bpp/3q4/8/6bb/5N2/PPPP3p/RNBQ1R1K b kq - 0 10,e8f7 f3h4 g8f6 d1g4,1941,76,86,172,advantage discoveredAttack discoveredCheck hangingPiece opening pin short,https://lichess.org/EqthkSDr/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
6wvv6,rnbk1b1r/pp2q2p/5n2/2P1p1Q1/8/8/PPPN2PP/2KR1BNR b - - 0 12,h8g8 d2e4 d8c7 g5f6,1639,77,94,2841,advantage discoveredAttack discoveredCheck opening short,https://lichess.org/rG6DxTGp/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Polerio_Gambit
6yqDC,rnb1r1k1/ppp2ppp/5n2/4P3/3q4/3B4/PP4PP/RNBQ1R1K b - - 1 12,e8e5 d3h7 f6h7 d1d4,1030,80,58,103,advantage discoveredAttack kingsideAttack opening short,https://lichess.org/Z86ylUIU/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
6zJE2,rnbq2nr/ppp1b1kp/3p4/6pQ/2B1Pp1P/8/PPPP2P1/RNB1K2R b KQ - 3 8,h7h6 h5f7,814,85,90,195,mate mateIn1 oneMove opening,https://lichess.org/WkOf2cV1/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
706pw,r2qkbnr/ppp2ppp/2n5/1B2p3/4P1b1/5N2/PPPP2PP/RNBQ1RK1 b kq - 1 6,d8d4 f3d4 g4d1 d4c6,1554,74,95,17881,crushing opening pin short,https://lichess.org/55wONvFA/black#12,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
70M3m,rn2kbnr/pQp2p1p/4q3/8/5p2/2P5/PP4PP/RNB2RK1 b kq - 0 12,e6c6 b7c8 e8e7 f1e1 e7f6 c8f8,1894,76,86,428,advantage deflection long opening,https://lichess.org/BYICmimA/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
70guo,2kr2nr/ppp2ppp/2nb4/3P3q/5pb1/2N2N2/PPP1B1PP/R1BQR1K1 b - - 0 10,c6e5 f3e5 g4e2 d1e2,1470,75,77,101,crushing opening short,https://lichess.org/h5778goy/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
70vuq,r1bk1bnr/1p1p1ppp/p2P4/2P5/1q1P4/6P1/PP1BQ2P/RN2KB2 b Q - 2 14,b4d4 d2a5 b7b6 a5b6,1623,80,86,72,mate mateIn2 opening short,https://lichess.org/7kH2D366/black#28,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
71STL,rnbqr1k1/ppp2ppp/1b6/4N3/3P4/2PBp3/PP4PP/RN1Q1R1K b - - 2 12,b8c6 d3h7 g8h7 d1h5,1883,74,80,361,attraction crushing kingsideAttack opening sacrifice short,https://lichess.org/CheJ2gUM/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
72712,r1bq1bnr/pppp1Q1p/2nk4/4P1p1/2B2p1P/8/PPPP2P1/RNB1K2R b KQ - 0 9,c6e5 f7d5 d6e7 d5e5,1157,77,86,718,deflection mate mateIn2 opening short,https://lichess.org/qLmettjr/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Blachly_Gambit
727ML,r1bqk2r/ppp1npb1/2np3p/6P1/2BPPp2/2P2N2/PP1N2P1/R1BQK2R b KQkq - 0 9,h6g5 h1h8 g7h8 f3g5,1707,81,57,40,crushing intermezzo opening short,https://lichess.org/UOpW5g0a/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
72o6I,r1bqk2r/p1p2ppp/2p5/b3P3/3P4/2Pn1Q2/PP1N2PP/RN3RK1 b kq - 3 13,d3b2 f3f7,548,100,92,1428,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/hDgjOR3r/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
72xGX,r2qkbnr/pppB1ppp/4b3/4N3/3P4/5Q2/PPP4P/RNB1K2R b KQkq - 0 9,e6d7 f3f7,923,81,100,94,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/xoqFaFhg/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
733xx,rnbqr1k1/ppp2ppp/1b3n2/3N2N1/2BPPp2/P7/1PP3PP/R1BQK2R b KQ - 0 10,f6d5 d1h5 d8g5 h5g5 e8e4 e1f1,2357,88,88,1104,advantage defensiveMove long opening,https://lichess.org/nizkwhqf/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
73pXt,r2q1rk1/ppp1bppp/8/n2nP3/4QB2/2PB4/PP4PP/RN3RK1 b - - 2 13,d5f4 e4h7,596,84,78,163,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/0zPT3GNX/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
76eYQ,rn4nr/ppPk1ppp/8/8/3P2b1/2P2NP1/P1P1Q2P/R1B1KB1q b Q - 0 11,d7c7 e2e8 h1f3 c1f4 f3f4 g3f4,2680,100,80,144,crushing long opening sacrifice,https://lichess.org/o6pedgH3/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
76yoK,rnb1k2r/pppp1p1p/7Q/3N2p1/2Bbqp2/8/PPP3PP/R1B2K1R b kq - 1 11,b8a6 c1f4 e4g6 a1e1,2301,85,60,65,clearance crushing opening short,https://lichess.org/TWCQbT68/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
77fE3,rnb1kb1r/pp1pnp1p/2p3p1/q2N4/3PP3/6PB/PPPB3P/R2QK1NR b KQkq - 1 9,a5d8 d5f6,913,77,100,322,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/AB6zNaLm/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Keene_Defense
7838S,1rbqkbnr/p1p3pp/2p2p2/4N3/4P3/8/PPPP2PP/RNBQ1RK1 b k - 0 8,f6e5 d1h5 e8d7 h5f5 d7d6 f5f8 d8f8 f1f8,2397,81,72,121,advantage exposedKing opening veryLong,https://lichess.org/640073q2/black#16,Kings_Gambit Kings_Gambit_Other_variations
79lvL,r2q1rk1/ppp1b1Bn/2n5/3p1b2/3P4/2PB1N2/PP1Q2PP/RN3RK1 b - - 0 13,f5d3 g7f8 d3f1 f8e7,1802,76,92,589,advantage opening short,https://lichess.org/Rb62e5gN/black#26,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
7AOlH,r2qkbnr/ppp2pp1/3p3p/4N3/2B1P1b1/2N5/PPPP2PP/R1BQK2R b KQkq - 0 7,g4d1 c4f7 e8e7 c3d5,1402,80,94,3719,attackingF2F7 mate mateIn2 opening short,https://lichess.org/K7hPLsRr/black#14,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
7AYRJ,rnbq1k1r/pppp2pp/5n2/4N2Q/4P2b/8/PPPP3p/RNB2R1K b - - 1 10,d7d6 h5f7,892,77,100,357,mate mateIn1 oneMove opening,https://lichess.org/AS2Xc4KP/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
7Aojo,1r1qkb1r/pppbnppp/2n5/3N4/2B1pP2/1Q6/PPPP2PP/R1B1K1NR b KQk - 10 9,c6d4 d5f6 g7f6 c4f7,1760,75,93,2016,attackingF2F7 discoveredAttack mate mateIn2 opening sacrifice short,https://lichess.org/CHMjaZT5/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
7DBvx,r2qkb1r/ppp2ppp/2np1n2/8/3PP1b1/2P1BN2/PP4PP/RN1QKB1R b KQkq - 2 7,f6e4 d4d5 g4f3 g2f3 d8h4 e1e2 e4f6 d5c6,2516,96,87,1691,advantage opening veryLong,https://lichess.org/TlfL3Fcd/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
7ERmg,rnb1kb1r/ppp2ppp/8/3NP3/4q1n1/5N2/PPP1B1PP/1R1QK2R b Kkq - 3 11,g4e3 d5c7 e8e7 d1d6,1561,75,98,3021,fork mate mateIn2 opening short,https://lichess.org/TaRVezt7/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
7Gt3M,rnbk1bnr/ppp4p/8/2q1P2Q/2B5/6P1/PPPP3P/R1B2R1K b - - 2 13,c5c4 f1f8 d8d7 h5e8,1529,99,0,20,hangingPiece mate mateIn2 opening short,https://lichess.org/Kr6nYCIA/black#26,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
7Gwzr,rn2kbr1/pQp2q1p/3pbB2/4P3/3P4/8/PPP3PP/RN3RK1 b q - 0 13,e6d5 b7c8,931,77,100,120,mate mateIn1 oneMove opening,https://lichess.org/JUW0ZTjB/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
7Hlh4,rnbq2kr/ppp3pp/8/2b1N3/4n3/1QP5/PP1P2PP/RNB1K2R b KQ - 1 9,g8f8 b3f7,1048,104,44,27,mate mateIn1 oneMove opening,https://lichess.org/RAAr2jou/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Classical
